LocationID,Loc1,Loc2,Loc3,Loc4,Loc5,Loc6,Loc7,Loc8,Loc9,Loc10,Loc11,Loc12,Loc13,Loc14,Loc15,Loc16,Loc17,Loc18,Loc19,Loc20,Loc21,Loc22,Loc23,Loc24,Loc25,Junc1,Junc2,Junc3,Junc4,Junc5,Junc6,Junc7,Junc8,Junc9,Junc10,Junc11,Junc12,Junc13,Junc14,Junc15,Junc16,Junc17,Junc18,Junc19,Junc20,Junc21,Junc22,Junc23,Junc24,Junc25,Res1,Res2,Res3,Res4,Res5,Res6,Res7,Res8,Res9,Res10,Res11,Res12,Res13,Res14,Res15,Res16,Res17,Res18,Res19,Res20
Junc25,22.11,11.84,13.43,12.29,3.03,3.94,4.19,13.11,17.99,11.93,10.37,13.79,11.65,10.02,10.78,26.86,3.08,8.33,9.51,4.21,7.73,9.84,23.21,7.94,5.99,8.02,6.79,11.64,7.16,8.58,4.59,8.39,5.36,4.43,12.03,16.12,8.88,5.98,5.9,7.79,9.47,18.59,4.85,9.85,7.88,12.78,13.22,6.65,4.04,0,7.95,17.52,7.95,9.25,8.31,7.92,8.02,6.34,8.57,9.22,14.6,9.6,14.88,10.91,14.54,12.39,9.68,15.61,18.47,2.45
Res1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.07,1.41,4.59,1.49,2.19,2.81,8.15,2.04,6.11,6.05,9.08,8.64,3.74,1.58,1.55,9.22,11.55,3.95,2.81,2.38,5.73,6.83,6.21,4.85,7.41,0,11.88,0,2.85,0.86,2.42,0.07,1.22,1.53,2.18,8.04,2.63,8.48,4.51,7.98,6.75,2.65,9.21,12.07,5.33
Res2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,12.57,12.51,16.21,10.47,10.98,12.93,20.19,12.21,16.23,17.67,20.7,20.68,13.86,12.76,12.77,21.27,23.17,14.07,14.43,13.6,17.35,6.65,17.43,14.97,17.53,12.5,0,12.5,11.63,12.84,13.64,12.57,13.19,13.15,13.8,6.97,14.25,4.12,7.94,6.91,6.48,14.27,4.43,9.12,15.46
Res3,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.07,1.41,4.59,1.49,2.19,2.81,8.15,2.04,6.11,6.05,9.08,8.64,3.74,1.58,1.55,9.22,11.55,3.95,2.81,2.38,5.73,6.83,6.21,4.85,7.41,0,11.88,0,2.85,0.86,2.42,0.07,1.22,1.53,2.18,8.04,2.63,8.48,4.51,7.98,6.75,2.65,9.21,12.07,5.33
Res4,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.82,4.16,7.35,2.5,1.24,4.95,10.9,4.24,8.25,8.8,11.84,11.39,5.88,4.78,4.3,11.98,14.31,6.09,5.56,5.13,8.49,4.05,8.96,6.99,9.55,2.75,9.79,2.75,0,3.09,5.17,2.82,3.98,4.29,4.93,5.27,5.38,5.7,1.74,5.21,6.71,5.4,6.44,9.3,7.48
Res5,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.37,2.71,4.68,1.64,1.96,4.1,9.45,3.38,7.39,6.13,9.17,9.94,5.02,2.84,2.85,10.53,11.64,5.23,2.9,3.68,5.82,6.6,7.51,6.14,8.7,1.3,12.34,1.3,2.63,0,3.72,1.37,2.52,0.3,2.27,7.82,2.71,8.26,4.29,7.76,6.9,2.73,8.99,11.85,6.62
Res6,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.89,0.63,6.04,2.75,3.63,2.74,6.73,1.97,5.16,5.18,10.53,7.23,3.66,1.43,1.38,7.81,12.99,3.87,4.25,0.96,7.17,8.27,4.79,4.78,7.34,2.83,13.14,2.83,4.29,2.31,0,2.89,1.13,2.97,3.62,9.48,2.75,9.92,5.95,9.42,8.02,2.83,10.65,13.52,5.26
Res7,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,1.4,4.59,1.49,2.18,2.81,8.14,2.03,6.11,6.04,9.08,8.64,3.73,1.58,1.55,9.22,11.55,3.94,2.81,2.37,5.73,6.82,6.2,4.85,7.41,1.18,11.88,1.18,2.85,0.86,2.41,0,1.22,1.53,2.18,8.04,2.63,8.47,4.5,7.98,6.75,2.64,9.21,12.07,5.33
Res8,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.19,0.6,5.54,2.81,3.2,1.75,7.46,0.97,5.05,7,10.03,7.95,2.67,0.43,1.6,8.53,12.5,2.88,3.76,1.69,6.68,7.84,5.52,3.79,6.35,2.12,13.17,2.12,3.87,1.81,1.73,2.19,0,2.48,3.13,9.06,3.58,9.49,5.53,9,8.04,3.6,10.23,13.09,4.27
Res9,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.71,2.01,4.45,2.02,2.64,3.42,8.75,2.65,6.72,5.9,8.93,9.25,4.34,2.19,2.16,9.83,11.4,4.55,2.66,2.98,5.58,7.28,6.82,5.46,8.02,1.64,12.4,1.64,3.31,0.3,3.02,1.71,1.83,0,2.03,8.5,2.48,8.94,4.97,8.44,7.28,2.5,9.67,12.53,5.94
Res10,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.81,3.19,4,4.12,4.75,5.52,7.37,4.75,6.58,3.21,8.49,7.08,6.45,3.99,2.98,8.45,10.96,6.66,2.22,2.52,5.14,9.39,5.43,7.56,10.12,3.74,14.51,3.74,5.42,3,2.56,3.81,3.69,2.7,0,10.6,0.45,11.04,7.07,10.54,9.38,0.47,11.77,14.64,8.05
Res11,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7.71,9.05,12.23,7.55,6.12,10.01,15.79,9.29,13.31,13.69,16.72,16.28,10.94,9.84,9.19,16.86,19.19,11.15,10.45,10.02,13.37,4.12,13.85,12.05,14.61,7.64,6.97,7.64,6.78,7.98,10.06,7.71,8.86,9.17,9.82,0,10.27,4.08,4.88,0.21,3.56,10.29,4.82,8.64,12.54
Res12,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.26,1.81,3.41,3.94,5.2,3.92,6.77,3.15,5.21,3.22,7.21,7.27,4.85,2.61,2.57,7.85,9.67,5.06,2.67,1.15,5.59,9.84,4.83,5.96,8.52,4.19,14.33,4.19,5.86,3.45,1.19,4.26,2.32,3.15,0.45,11.05,0,11.49,7.52,10.99,9.2,0.07,12.22,15.09,6.45
Res13,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.14,9.48,12.67,7.82,6.56,10.27,16.22,9.56,13.57,14.12,17.16,16.72,11.2,10.1,9.63,17.3,19.63,11.41,10.89,10.45,13.81,2.53,14.28,12.31,14.87,8.08,4.09,8.08,7.21,8.42,10.49,8.14,9.3,9.61,10.26,4.08,10.71,0,5.32,4.02,5.89,10.72,0.73,5.01,12.8
Res14,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.18,5.51,8.7,3.85,2.59,6.3,12.25,5.59,9.6,10.15,13.19,12.75,7.23,6.13,5.66,13.33,15.66,7.44,6.92,6.48,9.84,3.95,10.31,8.34,10.9,4.11,7.93,4.11,3.24,4.45,6.52,4.18,5.33,5.64,6.29,4.88,6.74,5.32,0,4.82,2.8,6.75,6.05,9.2,8.83
Res15,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7.65,8.99,12.17,7.49,6.06,9.95,15.73,9.23,13.25,13.63,16.66,16.22,10.88,9.78,9.13,16.8,19.13,11.09,10.39,9.96,13.31,4.06,13.79,11.99,14.55,7.58,6.91,7.58,6.72,7.92,10,7.65,8.8,9.11,9.76,0.21,10.21,4.02,4.82,0,3.5,10.23,4.75,8.58,12.47
Res16,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7.09,7.38,11.09,5.35,6.89,7.8,15.06,7.09,11.1,12.54,15.57,15.55,8.73,7.63,7.64,16.14,18.04,8.94,9.3,8.47,12.22,5.57,12.3,9.84,12.4,7.03,6.48,7.03,8.23,7.39,8.51,7.09,8.06,8.02,8.67,3.56,9.12,5.87,2.81,3.5,0,9.14,6.19,10.88,10.33
Res17,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.28,1.89,3.42,4.58,5.21,4,6.85,3.23,5.28,3.24,7.22,7.34,4.92,2.69,2.64,7.92,9.69,5.13,2.68,1.22,5.61,9.85,4.91,6.04,8.6,4.21,14.97,4.21,5.88,3.47,1.26,4.28,2.39,3.17,0.47,11.07,0.07,11.51,7.54,11.01,9.85,0,12.24,15.1,6.52
Res18,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.88,10.21,13.4,8.55,7.29,11,16.96,10.29,14.3,14.86,17.89,17.45,11.93,10.83,10.36,18.03,20.36,12.14,11.62,11.19,14.54,3.27,15.02,13.04,15.6,8.81,4.41,8.81,7.95,9.15,11.23,8.88,10.03,10.34,10.99,4.82,11.44,0.73,6.05,4.75,6.21,11.45,0,5.74,13.53
Res19,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,11.74,13.08,16.27,11.42,10.16,13.87,19.82,13.16,17.17,17.72,20.76,20.32,14.8,13.7,13.23,20.9,23.23,15.01,14.49,14.05,17.41,5.29,17.88,15.91,18.47,11.68,9.1,11.68,10.81,12.02,14.09,11.74,12.9,13.21,13.86,8.17,14.3,5.01,9.18,8.11,9.62,14.32,5.74,0,16.4
Res20,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.95,4.73,9.57,5.09,6.52,2.52,6.33,3.3,2.37,9.97,14.06,6.82,3.91,3.84,5.72,7.4,16.53,2.78,7.79,5.82,10.71,11.16,4.58,1.97,2.42,5.88,15.45,5.88,7.19,6.25,5.86,5.95,4.27,6.51,7.16,12.53,7.54,12.81,8.84,12.47,10.32,7.61,13.54,16.41,0
